timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T09:21:07.305941,gemini-3-flash-preview,set1,Difficulty preparing feed,Difficulty preparing feed (finding),(finding),Primitive,Difficulty feeding (finding),Feeding/dietary finding (finding),Difficulty preparing bottle feed (finding),Difficulty breastfeeding (finding)|Difficulty drinking from a cup (finding)|Difficulty eating (finding)|Difficulty feeding from a bottle (finding)|Difficulty using cutlery (finding)|Messy eater (finding)|Slow eater (finding)
2026-03-05T09:21:24.510609,gemini-3-flash-preview,set1,Public school,FSN-style name (include semantic tag): Public school (environment),Semantic tag: environment,Definition status (Primitive / Fully defined): Primitive,School (environment),Educational institution (environment),Community school (environment)|Maintained school (environment)|State school (environment),Boarding school (environment)|Comprehensive school (environment)|Day school (environment)|Grammar school (environment)|Nursery school (environment)|Preparatory school (environment)|Primary school (environment)|Private school (environment)|Secondary school (environment)|Special school (environment)|Technical school (environment)|Vocational school (environment)
2026-03-05T09:21:31.678285,gemini-3-flash-preview,set1,Assistive electrical shaver adaptor,Assistive electrical shaver adaptor (physical object),physical object,Primitive,Assistive adapter for personal care (physical object)|Electrical shaver adaptor (physical object),Assistive adapter (physical object)|Shaving equipment (physical object),None,Assistive hairbrush/comb adaptor (physical object)|Assistive toothbrush adaptor (physical object)
2026-03-05T09:31:40.370242,gemini-3-flash-preview,set1,Primary hyperparathyroidism,Primary hyperparathyroidism (disorder),disorder,Fully defined,Hyperparathyroidism (disorder)|Parathyroid hyperfunction (disorder),Disorder of parathyroid gland (disorder)|Hyperfunction of endocrine gland (disorder),Familial isolated primary hyperparathyroidism (disorder)|Neonatal severe primary hyperparathyroidism (disorder)|Primary hyperparathyroidism due to parathyroid adenoma (disorder)|Primary hyperparathyroidism due to parathyroid carcinoma (disorder)|Primary hyperparathyroidism due to parathyroid hyperplasia (disorder),Ectopic hyperparathyroidism (disorder)|Neonatal hyperparathyroidism (disorder)|Persistent hyperparathyroidism (disorder)|Secondary hyperparathyroidism (disorder)|Tertiary hyperparathyroidism (disorder)
2026-03-05T09:31:47.746125,gemini-3-flash-preview,set1,Ultrasonography of soft tissue of wrist region,Ultrasonography of soft tissue of wrist region (procedure),procedure,Fully defined,Ultrasonography of soft tissue of upper limb (procedure)|Ultrasonography of wrist (procedure),Examination of wrist (procedure)|Ultrasonography of soft tissue (procedure)|Ultrasonography of upper limb (procedure),None,Ultrasonography of joint of wrist (procedure)|Ultrasonography of soft tissue of elbow (procedure)|Ultrasonography of soft tissue of forearm (procedure)|Ultrasonography of soft tissue of hand (procedure)|Ultrasonography of soft tissue of shoulder (procedure)|Ultrasonography of soft tissue of upper arm (procedure)
2026-03-05T09:32:01.042063,gemini-3-flash-preview,set1,Standing tolerance,Standing tolerance (observable entity),observable entity,Primitive,Tolerance (observable entity),Ability to perform activities of daily living (observable entity),None,Exercise tolerance (observable entity)|Sitting tolerance (observable entity)|Walking tolerance (observable entity)|Tolerance of activity (observable entity)
2026-03-05T09:32:19.181615,gemini-3-flash-preview,set1,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule (medicinal product),medicinal product,Fully defined,Alverine citrate 120 mg conventional release oral capsule (medicinal product)|Product containing precisely alverine citrate 120 milligram/1 each (medicinal product),Alverine citrate conventional release oral capsule (medicinal product)|Alverine citrate 120 mg oral dose form (medicinal product)|Product containing alverine citrate (medicinal product)|Product containing precisely alverine citrate (medicinal product),None,Product containing alverine citrate 120 milligram/1 each conventional release oral capsule (medicinal product)|Product containing precisely alverine citrate 120 milligram/1 each oral tablet (medicinal product)
2026-03-05T09:32:30.133799,gemini-3-flash-preview,set1,Structure of temporomandibular articulation vein,Structure of temporomandibular articulation vein (body structure),body structure,Primitive,Vein of head (body structure),Vein of head and neck (body structure),None,Diploic vein (body structure)|Emissary vein (body structure)|Vein of orbit (body structure)|Vein of scalp (body structure)|Deep vein of head (body structure)
2026-03-05T09:32:42.701672,gemini-3-flash-preview,set1,Closed comminuted fracture of proximal phalanx of finger,Closed comminuted fracture of proximal phalanx of finger (disorder),disorder,Fully defined,Closed fracture of proximal phalanx of finger (disorder)|Comminuted fracture of proximal phalanx of finger (disorder),Fracture of proximal phalanx of finger (disorder)|Comminuted fracture of phalanx of finger (disorder)|Closed fracture of phalanx of finger (disorder)|Closed fracture of finger (disorder),Closed comminuted fracture of proximal phalanx of thumb (disorder)|Closed comminuted fracture of proximal phalanx of index finger (disorder)|Closed comminuted fracture of proximal phalanx of middle finger (disorder)|Closed comminuted fracture of proximal phalanx of ring finger (disorder)|Closed comminuted fracture of proximal phalanx of little finger (disorder),Open comminuted fracture of proximal phalanx of finger (disorder)|Closed simple fracture of proximal phalanx of finger (disorder)|Closed spiral fracture of proximal phalanx of finger (disorder)|Closed transverse fracture of proximal phalanx of finger (disorder)|Closed oblique fracture of proximal phalanx of finger (disorder)
2026-03-05T09:33:10.808624,gemini-3-flash-preview,set1,Choroidal retinal neovascularization,Choroidal neovascularization (disorder),(disorder),Fully defined,Disorder of choroid (disorder)|Neovascularization of eye (disorder),Chorioretinal disorder (disorder)|Eye disease (disorder)|Pathological neovascularization (disorder)|Uveal tract disease (disorder),Idiopathic choroidal neovascularization (disorder)|Myopic choroidal neovascularization (disorder)|Peripapillary choroidal neovascularization (disorder),Choroidal atrophy (disorder)|Choroidal detachment (disorder)|Choroidal hemorrhage (disorder)|Choroiditis (disorder)|Corneal neovascularization (disorder)|Iris neovascularization (disorder)|Retinal neovascularization (disorder)
2026-03-05T09:33:20.090300,gemini-3-flash-preview,set1,Microunit/milliliter,Microunit per milliliter (qualifier value),qualifier value,Primitive,Unit of concentration (qualifier value),Unit of measure (qualifier value),None,International unit per liter (qualifier value)|International unit per milliliter (qualifier value)|Microgram per liter (qualifier value)|Microgram per milliliter (qualifier value)|Micromole per liter (qualifier value)|Milliequivalent per liter (qualifier value)|Milligram per deciliter (qualifier value)|Milligram per liter (qualifier value)|Millimole per liter (qualifier value)|Nanogram per milliliter (qualifier value)|Picogram per milliliter (qualifier value)|Unit per liter (qualifier value)|Unit per milliliter (qualifier value)
2026-03-05T09:33:28.669353,gemini-3-flash-preview,set1,Unable to use a non-speech system for communication,Unable to use a non-speech system for communication (finding),finding,Primitive,Non-speech communication finding (finding),Communication finding (finding),Unable to use sign language (finding)|Unable to use writing for communication (finding)|Unable to use computer for communication (finding)|Unable to use communication board (finding)|Unable to use symbol system for communication (finding),Ability to use non-speech communication system (finding)|Difficulty using a non-speech system for communication (finding)
2026-03-05T09:33:40.660992,gemini-3-flash-preview,set1,Chronic infective pericarditis,Chronic infective pericarditis (disorder),disorder,Primitive,Chronic pericarditis (disorder)|Infective pericarditis (disorder),Chronic disease (disorder)|Infectious disease of the heart (disorder)|Pericarditis (disorder),Chronic tuberculous pericarditis (disorder),Acute infective pericarditis (disorder)|Bacterial pericarditis (disorder)|Chronic adhesive pericarditis (disorder)|Chronic constrictive pericarditis (disorder)|Chronic effusive pericarditis (disorder)|Viral pericarditis (disorder)
2026-03-05T09:33:57.577948,gemini-3-flash-preview,set1,Accidental poisoning caused by salicylates,Accidental poisoning caused by salicylates (disorder),(disorder),Fully defined,Accidental poisoning (disorder)|Poisoning caused by salicylate (disorder),"Accidental overdose of drug AND/OR poisoning (disorder)|Poisoning (disorder)|Poisoning caused by analgesic, antipyretic AND/OR antirheumatic (disorder)",Accidental aspirin poisoning (disorder),Accidental poisoning caused by paracetamol (disorder)|Accidental poisoning caused by non-steroidal anti-inflammatory drug (disorder)|Accidental poisoning caused by opiate (disorder)|Poisoning caused by methyl salicylate (disorder)
2026-03-05T09:34:10.821107,gemini-3-flash-preview,set1,Product containing only nicotinic acid,Product containing only nicotinic acid (medicinal product),medicinal product,Fully defined,Nicotinic acid-containing product (medicinal product)|Vitamin B3-containing product (medicinal product),Vitamin B-containing product (medicinal product)|Pyridine-containing product (medicinal product)|Medicinal product (product),Nicotinic acid 50 mg oral tablet (medicinal product)|Nicotinic acid 100 mg oral tablet (medicinal product)|Nicotinic acid 250 mg oral tablet (medicinal product)|Nicotinic acid 500 mg oral tablet (medicinal product)|Nicotinic acid prolonged-release oral tablet (medicinal product),Product containing nicotinic acid and laropiprant (medicinal product)|Product containing only nicotinamide (medicinal product)
2026-03-05T09:35:15.410952,gemini-3-flash-preview,set1,Dimethyl-ether propane,"2,2-Dimethylpropane (substance)",substance,Primitive,Alkane (substance),Acyclic hydrocarbon (substance),None,Methane (substance)|Ethane (substance)|Propane (substance)|Butane (substance)|Pentane (substance)|Hexane (substance)|Isopentane (substance)
2026-03-05T09:35:22.868106,gemini-3-flash-preview,set1,Nipple sharing technique,Nipple sharing technique (procedure),procedure,Primitive,Nipple reconstruction (procedure),Operation on nipple (procedure)|Reconstruction of breast (procedure),None,Graft of nipple (procedure)|Nipple reconstruction using local flap (procedure)|Tattooing of nipple (procedure)|Waites nipple reconstruction (procedure)
2026-03-05T09:35:40.247781,gemini-3-flash-preview,set1,Accidental clorazepate poisoning,Accidental clorazepate poisoning (event),(event),Primitive,Accidental poisoning by benzodiazepine (event)|Clorazepate poisoning (event),Accidental poisoning by sedative AND/OR hypnotic (event)|Benzodiazepine poisoning (event)|Poisoning caused by drug (event),None,Accidental alprazolam poisoning (event)|Accidental chlordiazepoxide poisoning (event)|Accidental diazepam poisoning (event)|Accidental lorazepam poisoning (event)|Accidental midazolam poisoning (event)|Intentional clorazepate poisoning (event)|Clorazepate poisoning of undetermined intent (event)
2026-03-05T09:35:49.813773,gemini-3-flash-preview,set1,Fetal disorder due to persistent occipito-posterior malposition during labor,Fetal disorder due to persistent occipitoposterior malposition during labor (disorder),(disorder),Primitive,Fetal disorder due to malposition and/or malpresentation (disorder),Fetal disorder due to complications of labor and delivery (disorder),None,Fetal disorder due to breech presentation (disorder)|Fetal disorder due to brow presentation (disorder)|Fetal disorder due to compound presentation (disorder)|Fetal disorder due to face presentation (disorder)|Fetal disorder due to shoulder presentation (disorder)|Fetal disorder due to transverse presentation (disorder)|Fetal disorder due to unstable lie (disorder)
2026-03-05T09:36:02.394798,gemini-3-flash-preview,set1,Carnitine acylcarnitine translocase deficiency,Carnitine acylcarnitine translocase deficiency (disorder),disorder,Primitive,Disorder of carnitine cycle (disorder)|Disorder of mitochondrial fatty acid oxidation (disorder),Disorder of fatty acid metabolism (disorder),None,Carnitine palmitoyltransferase I deficiency (disorder)|Carnitine palmitoyltransferase II deficiency (disorder)|Systemic primary carnitine deficiency (disorder)|Medium-chain acyl-CoA dehydrogenase deficiency (disorder)|Very long-chain acyl-CoA dehydrogenase deficiency (disorder)|Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (disorder)|Short-chain acyl-CoA dehydrogenase deficiency (disorder)|Glutaric aciduria type II (disorder)
