timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T11:24:32.713584,gemini-3-flash-preview,set2,Acute inflammation,Acute inflammation,Pathologic Function,Primitive,Inflammation,Pathologic process,Acute suppurative inflammation|Acute serous inflammation|Acute fibrinous inflammation|Acute hemorrhagic inflammation,Chronic inflammation|Subacute inflammation|Chronic active inflammation
2026-03-05T11:24:38.002070,gemini-3-flash-preview,set2,Autosomal recessive hereditary spastic paraplegia,Autosomal recessive hereditary spastic paraplegia,Disease or Syndrome,Fully defined,Hereditary spastic paraplegia,Degenerative disease of the central nervous system|Spinal cord disease,Spastic paraplegia type 7|Spastic paraplegia type 11|Spastic paraplegia type 15|Spastic paraplegia type 5A|Spastic paraplegia type 26,Autosomal dominant hereditary spastic paraplegia|X-linked hereditary spastic paraplegia|Mitochondrial hereditary spastic paraplegia
2026-03-05T11:24:44.341174,gemini-3-flash-preview,set2,Octomitus,Octomitus,Genus,Primitive,,,Octomitus intestinalis|Octomitus neglectus,Hexamita|Spironucleus|Giardia|Trepomonas
2026-03-05T11:24:49.733827,gemini-3-flash-preview,set2,Toxoplasma tubulointerstitial nephropathy,Tubulointerstitial nephritis due to Toxoplasma gondii,Disease or Syndrome,Fully defined,Infectious tubulointerstitial nephritis|Systemic toxoplasmosis,Tubulointerstitial nephritis|Protozoal infection|Nephropathy,None,Cytomegalovirus tubulointerstitial nephritis|Leptospiral tubulointerstitial nephritis|Candidal tubulointerstitial nephritis|Cryptococcal tubulointerstitial nephritis
2026-03-05T11:24:59.130820,gemini-3-flash-preview,set2,Notropis harperi,*Pteronotropis harperi*,Species,Fully defined,,,,*Pteronotropis euryzonus*|*Pteronotropis grandipinnis*|*Pteronotropis hubbsi*|*Pteronotropis hypselopterus*|*Pteronotropis merlini*|*Pteronotropis metallicus*|*Pteronotropis signipinnis*|*Pteronotropis stonei*|*Pteronotropis welaka*
2026-03-05T11:25:08.052152,gemini-3-flash-preview,set2,History of toxoplasmosis,History of Toxoplasmosis,Historical Event / Medical History,Primitive,History of infectious diseases|History of parasitic diseases,History of medicine|History of science,Discovery of Toxoplasma gondii (1908)|Identification of the coccidian life cycle (1970)|History of the Sabin-Feldman dye test,History of malaria|History of leishmaniasis|History of trypanosomiasis
2026-03-05T11:25:13.992302,gemini-3-flash-preview,set2,Blood group antigen Sk^a^,Sk^a^ antigen (MNS22),Blood group antigen,Fully defined,MNS blood group system antigen,Blood group antigen,None,M antigen|N antigen|S antigen|s antigen|U antigen|He antigen|Mi^a^ antigen|Vw antigen|Mur antigen|Mg antigen
2026-03-05T11:25:22.092803,gemini-3-flash-preview,set2,Wedge excision of skin of nail fold,Wedge excision of skin of nail fold (procedure),Procedure,Fully defined,Excision of nail fold|Wedge excision of skin,Excision of skin|Operation on nail fold|Wedge excision,Wedge excision of skin of nail fold of finger|Wedge excision of skin of nail fold of toe,Biopsy of nail fold|Total excision of nail fold|Partial excision of nail fold|Wedge excision of skin of trunk|Wedge excision of skin of limb
2026-03-05T11:25:29.454214,gemini-3-flash-preview,set2,Finding of difference in location compared to previous radiologic examination,Finding of difference in location compared to previous radiologic examination,Clinical finding,Primitive,Comparison of finding with previous radiologic examination|Finding of difference,Comparison of radiologic finding with previous|Clinical finding,None,Finding of difference in appearance compared to previous radiologic examination|Finding of difference in number compared to previous radiologic examination|Finding of difference in size compared to previous radiologic examination|No difference in location compared to previous radiologic examination
2026-03-05T11:25:34.546269,gemini-3-flash-preview,set2,Christo Inventory for Substance-misuse Services total score,Christo Inventory for Substance-misuse Services total score,Assessment scale score,Fully defined,Christo Inventory for Substance-misuse Services outcome|Substance misuse assessment score,Mental health assessment result|Clinical measurement,None,Addiction Severity Index composite score|Maudsley Addiction Profile total score|Alcohol Use Disorders Identification Test total score
2026-03-05T11:25:40.316791,gemini-3-flash-preview,set2,Aspidites melanocephalus,*Aspidites melanocephalus*,Species,Fully defined,Genus *Aspidites*,Family Pythonidae,None,*Aspidites ramsayi*
2026-03-05T11:25:46.822106,gemini-3-flash-preview,set2,General medical self-referral,Self-referral to medical service,Healthcare activity,Fully defined,Referral to medical service|Patient-initiated encounter,Healthcare procedure|Administrative healthcare process,Self-referral to specialist|Self-referral to emergency department|Self-referral to physical therapy,Physician-initiated referral|Formal clinical referral|Mandatory legal referral
2026-03-05T11:30:34.205037,gemini-3-flash-preview,set2,Artery of extremity transposition,Transposition of artery of extremity,Procedure,Fully defined,Transposition of artery|Procedure on artery of extremity,Vascular transposition|Operation on artery|Procedure on extremity,Transposition of artery of upper extremity|Transposition of artery of lower extremity,Transposition of aorta|Transposition of pulmonary artery|Transposition of carotid artery|Transposition of renal artery|Transposition of mesenteric artery
2026-03-05T11:30:38.908691,gemini-3-flash-preview,set2,Occlusion of left central retinal artery,Left central retinal artery occlusion,Disease or Syndrome,Fully defined,Central retinal artery occlusion|Occlusion of retinal artery of left eye,Retinal artery occlusion|Arterial occlusion of eye|Occlusion of artery of left eye,Embolism of left central retinal artery|Thrombosis of left central retinal artery,Occlusion of right central retinal artery|Occlusion of left branch retinal artery
2026-03-05T11:30:46.811599,gemini-3-flash-preview,set2,Nutrient absorption inhibitor,Antinutrient,Pharmacologic Substance,Fully defined,Metabolic inhibitor|Dietary factor,Biological factor|Chemical,Phytic acid|Oxalic acid|Tannins|Protease inhibitors|Alpha-amylase inhibitors|Lipase inhibitors,Nutrient absorption enhancer|Enzyme activator|Metabolic cofactor
2026-03-05T11:30:58.947187,gemini-3-flash-preview,set2,Laceration of thigh without foreign body,Laceration of thigh without foreign body,Clinical finding,Fully defined,Open wound of thigh|Laceration of lower limb,Injury of thigh|Laceration|Open wound of lower limb,Laceration of right thigh without foreign body|Laceration of left thigh without foreign body,Abrasion of thigh|Puncture wound of thigh without foreign body|Open bite of thigh|Avulsion of thigh
2026-03-05T11:31:11.472332,gemini-3-flash-preview,set2,Eimeria magna,"*Eimeria magna* Pérard, 1925",Organism,Primitive,*Eimeria*,Eimeriidae,None,*Eimeria stiedae*|*Eimeria perforans*|*Eimeria media*|*Eimeria irresidua*
2026-03-05T11:31:18.742157,gemini-3-flash-preview,set2,Enterocolic fistula,Enterocolic fistula,Clinical finding,Fully defined,Fistula of intestine|Fistula of colon,Disorder of intestine|Gastrointestinal fistula,Duodenocolic fistula|Ileocolic fistula|Jejunocolic fistula,Enterocutaneous fistula|Enteroenteric fistula|Enterovesical fistula|Enterovaginal fistula
2026-03-05T11:31:22.608462,gemini-3-flash-preview,set2,Rehabilitation care plan,Rehabilitation care plan,Health care process,Fully defined,,,Cardiac rehabilitation care plan|Neurological rehabilitation care plan|Pulmonary rehabilitation care plan|Orthopedic rehabilitation care plan,Nursing care plan|Palliative care plan|Surgical care plan|Mental health care plan
2026-03-05T11:31:27.959546,gemini-3-flash-preview,set2,Blood group antigen Naz,RH32 antigen,Cell surface antigen,Primitive,,,,D antigen|C antigen|E antigen|c antigen|e antigen|Tar (RH11) antigen|Goa (RH12) antigen|Evans (RH37) antigen
2026-03-05T11:31:34.701626,gemini-3-flash-preview,set2,Bilastine,Bilastine,Pharmacologic Substance,Fully defined,Second-generation H1-antihistamine|Benzimidazole derivative|Piperidine derivative|Monocarboxylic acid,Histamine H1 receptor antagonist|Heterocyclic compound|Organic acid,Bilastine 20 mg oral tablet,Cetirizine|Loratadine|Fexofenadine|Ebastine|Mizolastine|Rupatadine
2026-03-05T11:31:41.478550,gemini-3-flash-preview,set2,Appearance of oral mucosa,Appearance of oral mucosa (observable entity),Observable entity,Primitive,Appearance of mouth|Mucosal appearance,Anatomic appearance|Finding of mouth,Appearance of gingiva|Appearance of tongue|Appearance of buccal mucosa|Appearance of floor of mouth|Color of oral mucosa,Appearance of teeth|Appearance of lips|Appearance of palate|Appearance of uvula
2026-03-05T11:31:47.461464,gemini-3-flash-preview,set2,Superior closed dislocation,Closed superior dislocation,Disease or Syndrome,Fully defined,Closed dislocation|Superior dislocation,Dislocation of joint|Superior displacement,Closed superior dislocation of patella|Closed superior dislocation of acromioclavicular joint,Closed inferior dislocation|Closed anterior dislocation|Closed posterior dislocation|Closed medial dislocation|Closed lateral dislocation
2026-03-05T11:31:57.245492,gemini-3-flash-preview,set2,Khoshamian,Khoshamian,Surname,Primitive,,,Khoshamyan,Kardashian|Sahakian|Saryan|Petrosian|Hovhannisyan
2026-03-05T11:32:01.810532,gemini-3-flash-preview,set2,Urine codeine measurement,Codeine measurement in urine,Laboratory procedure,Fully defined,Codeine measurement|Urine drug measurement,Opiate measurement|Drug measurement|Urine measurement,Codeine measurement in urine by screening method|Codeine measurement in urine by confirmatory method,Urine morphine measurement|Urine dihydrocodeine measurement|Urine hydrocodone measurement|Urine oxycodone measurement
2026-03-05T11:32:08.578766,gemini-3-flash-preview,set2,Computed tomography of thigh for radiotherapy planning,Computed tomography of thigh for radiotherapy planning (procedure),Procedure,Fully defined,Computed tomography of thigh|Computed tomography for radiotherapy planning,Computed tomography of lower limb|Computed tomography|Radiotherapy planning,Computed tomography of left thigh for radiotherapy planning|Computed tomography of right thigh for radiotherapy planning,Computed tomography of hip for radiotherapy planning|Computed tomography of knee for radiotherapy planning|Computed tomography of lower leg for radiotherapy planning|Computed tomography of pelvis for radiotherapy planning
2026-03-05T11:32:14.719555,gemini-3-flash-preview,set2,Application of long leg cast,Application of long leg cast,Health care procedure,Primitive,Application of cast|Procedure on leg,Application of dressing or device|Orthopedic procedure|Procedure on lower limb,"Application of long leg cast, weight-bearing|Application of long leg cast, cylinder",Application of short leg cast|Application of long arm cast|Application of hip spica cast
2026-03-05T11:32:23.975008,gemini-3-flash-preview,set2,Acute duodenitis,Acute duodenitis,Disease or Syndrome,Fully defined,Duodenitis|Acute inflammatory disorder of digestive tract,Duodenal disease|Inflammatory disorder of digestive tract,Acute erosive duodenitis|Acute duodenitis with hemorrhage|Acute duodenitis without hemorrhage,Chronic duodenitis|Acute gastritis|Acute jejunitis|Acute ileitis
2026-03-05T11:32:33.190630,gemini-3-flash-preview,set2,"Nuclear medicine system table, powered",Powered nuclear medicine system table,Medical device,Fully defined,,,Powered positron emission tomography (PET) system table|Powered single-photon emission computed tomography (SPECT) system table,Manual nuclear medicine system table
2026-03-05T11:32:43.121252,gemini-3-flash-preview,set2,Local tumor spread,"Neoplasm, direct extension",Morphologic abnormality,Fully defined,Invasive neoplasm,Neoplasm,Perineural invasion|Lymphovascular invasion|Extracapsular extension,Metastatic neoplasm|Neoplasm recurrence
2026-03-05T11:32:46.682263,gemini-3-flash-preview,set2,Family Kogiidae,Kogiidae,Biological Family,Fully defined,,,Kogia,Physeteridae
2026-03-05T11:32:54.591042,gemini-3-flash-preview,set2,Able to transfer from wheelchair to chair,Able to transfer from wheelchair to chair (finding),Finding,Primitive,,,,Able to transfer from bed to chair (finding)|Able to transfer from chair to bed (finding)|Able to transfer from wheelchair to bed (finding)|Able to transfer from chair to chair (finding)|Able to transfer from toilet (finding)
2026-03-05T11:33:04.797085,gemini-3-flash-preview,set2,Selectron therapy,Remote afterloading brachytherapy,Therapeutic procedure,Fully defined,Remote afterloading brachytherapy,Brachytherapy,Low-dose rate (LDR) Selectron therapy|High-dose rate (HDR) Selectron therapy,Microselectron therapy|GammaMed therapy|Flexitron therapy|Manual afterloading brachytherapy
2026-03-05T11:33:16.094581,gemini-3-flash-preview,set2,Structure of superficial part of superior levator palpebrae muscle,Superficial part of levator palpebrae superioris muscle,Anatomical structure,Primitive,Levator palpebrae superioris muscle,Extrinsic muscle of eye,None,Deep part of levator palpebrae superioris muscle
2026-03-05T11:33:24.790658,gemini-3-flash-preview,set2,Entire left wall of urinary bladder,Left wall of urinary bladder,Anatomical structure,Primitive,Wall of urinary bladder,Urinary bladder|Organ wall,Mucosa of left wall of urinary bladder|Muscularis of left wall of urinary bladder|Serosa of left wall of urinary bladder,Right wall of urinary bladder|Anterior wall of urinary bladder|Posterior wall of urinary bladder|Superior wall of urinary bladder|Fundus of urinary bladder
2026-03-05T11:33:31.146972,gemini-3-flash-preview,set2,Urine specimen care assessment,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Assessment of specimen care,Assessment of procedure|Specimen care,Assessment of 24 hour urine specimen care|Assessment of midstream urine specimen care|Assessment of catheter urine specimen care,Assessment of blood specimen care|Assessment of stool specimen care|Assessment of sputum specimen care|Assessment of tissue specimen care
2026-03-05T11:33:36.881015,gemini-3-flash-preview,set2,Structure of intervertebral disc of sacral vertebra,Structure of intervertebral disc of sacral vertebra,Body structure,Primitive,Structure of intervertebral disc|Sacral vertebral structure,Structure of vertebral column|Fibrocartilaginous joint structure,Structure of intervertebral disc between first and second sacral vertebrae|Structure of intervertebral disc between second and third sacral vertebrae|Structure of intervertebral disc between third and fourth sacral vertebrae|Structure of intervertebral disc between fourth and fifth sacral vertebrae,Structure of intervertebral disc of cervical vertebra|Structure of intervertebral disc of thoracic vertebra|Structure of intervertebral disc of lumbar vertebra
2026-03-05T11:33:41.529732,gemini-3-flash-preview,set2,Amino acids peritoneal dialysis solution,Peritoneal dialysis solution containing amino acids,Medicinal product,Fully defined,Peritoneal dialysis solution,Dialysis solution,1.1% amino acid peritoneal dialysis solution|Nutrineal,Glucose peritoneal dialysis solution|Icodextrin peritoneal dialysis solution
2026-03-05T11:33:47.736187,gemini-3-flash-preview,set2,Family Caryophyllaceae,Caryophyllaceae,Plant family,Fully defined,,Superorder Caryophyllanae|Class Magnoliopsida,Genus *Dianthus*|Genus *Silene*|Genus *Stellaria*|Genus *Gypsophila*|Genus *Cerastium*,Amaranthaceae|Cactaceae|Polygonaceae|Nyctaginaceae|Aizoaceae|Portulacaceae
2026-03-05T11:33:55.487395,gemini-3-flash-preview,set2,Umbilical catheter submitted as specimen,Umbilical catheter specimen,Specimen,Primitive,Catheter specimen|Specimen from umbilical structure,Specimen from device|Specimen by source site,Umbilical artery catheter specimen|Umbilical venous catheter specimen,Urethral catheter specimen|Peritoneal catheter specimen|Central venous catheter specimen|Epidural catheter specimen|Tracheal catheter specimen|Wound catheter specimen
2026-03-05T11:34:12.420651,gemini-3-flash-preview,set2,Product containing precisely desmopressin acetate 100 microgram/1 milliliter conventional release nasal solution,Desmopressin acetate 100 micrograms/1 mL conventional release nasal solution,Medicinal product,Fully defined,Desmopressin acetate nasal solution|Product containing precisely desmopressin acetate,Desmopressin-containing product|Nasal preparation product,DDAVP 100 micrograms/1 mL nasal solution,Product containing precisely desmopressin acetate 4 micrograms/1 mL conventional release solution for injection|Product containing precisely desmopressin acetate 10 micrograms/0.1 mL conventional release nasal spray
2026-03-05T11:34:17.022420,gemini-3-flash-preview,set2,Syncytial cell,Syncytium,Cell,Fully defined,Multinucleated cell,Cell,Skeletal muscle fiber|Syncytiotrophoblast|Osteoclast,Coenocyte
2026-03-05T11:34:57.935539,gemini-3-flash-preview,set2,Extension Namespace {1000085},Clinical Architecture extension namespace,SNOMED CT extension namespace,Primitive,Extension namespace,Namespace concept,None,UK extension namespace|US extension namespace|Australian extension namespace
2026-03-05T11:35:05.252582,gemini-3-flash-preview,set2,Congenital absence of frontal bone,Congenital absence of frontal bone,Congenital malformation,Primitive,Congenital absence of skull bone|Congenital anomaly of frontal bone,Congenital malformation of skull|Congenital absence of bone,None,Congenital absence of parietal bone|Congenital absence of occipital bone|Congenital absence of temporal bone|Congenital absence of ethmoid bone|Congenital absence of sphenoid bone
2026-03-05T11:35:13.036020,gemini-3-flash-preview,set2,Incision and exploration of rectum,Proctotomy,Procedure,Fully defined,Incision of rectum|Exploration of rectum,Operation on rectum|Incision of large intestine|Exploration of lower gastrointestinal tract,Linear proctotomy|Internal proctotomy|Posterior proctotomy,Rectal biopsy|Dilation of rectum|Suture of rectum|Manual reduction of rectal prolapse
2026-03-05T11:35:21.739551,gemini-3-flash-preview,set2,Needle catheter,Needle-catheter,Medical Device,Fully defined,Intravenous catheter|Cannula,Vascular access device|Parenteral administration equipment,Catheter-over-needle|Needle-over-catheter|Winged infusion set,Trocar catheter|Midline catheter|Peripheral venous catheter|Epidural needle
2026-03-05T11:35:29.044290,gemini-3-flash-preview,set2,Percutaneous transluminal embolization of femoral artery,Embolization of femoral artery,Procedure,Fully defined,Embolization of artery of lower limb|Operation on femoral artery,Embolization of artery|Operation on artery of lower limb|Therapeutic embolization,Embolization of deep femoral artery|Embolization of superficial femoral artery,Embolization of popliteal artery|Embolization of tibial artery|Ligation of femoral artery|Repair of femoral artery|Incision of femoral artery
2026-03-05T11:35:39.199188,gemini-3-flash-preview,set2,Stung by cone shell,Sting by cone shell,Clinical finding,Fully defined,Sting by venomous marine animal|Injury by cone shell,Injury caused by animal|Venomous animal bite or sting,None,Sting by jellyfish|Sting by sea urchin|Sting by stingray|Sting by sea anemone
2026-03-05T11:35:49.153397,gemini-3-flash-preview,set2,Head artery injection,Intra-arterial injection of head,Health care procedure,Fully defined,Intra-arterial injection|Injection of head,Parenteral administration|Administration of substance via cardiovascular system,Intra-arterial injection of carotid artery|Intra-arterial injection of vertebral artery,Intra-arterial injection of neck|Intra-arterial injection of thorax|Intra-arterial injection of abdomen|Intra-arterial injection of limb
2026-03-05T11:36:01.531368,gemini-3-flash-preview,set2,"True insight, function",True insight,Clinical finding,Primitive,,,,Partial insight|Impaired insight|Lack of insight|Denial of illness
2026-03-05T11:36:13.757135,gemini-3-flash-preview,set2,Disorder due to and following injury of muscle and tendon of upper limb,Disorder due to and following injury of muscle and tendon of upper limb,Clinical finding,Fully defined,Disorder of muscle and/or tendon of upper limb|Post-traumatic musculoskeletal disorder of upper limb,Disorder of upper limb|Disorder of muscle and tendon|Post-traumatic musculoskeletal disorder,Disorder due to and following injury of muscle and tendon of shoulder region|Disorder due to and following injury of muscle and tendon of upper arm|Disorder due to and following injury of muscle and tendon of forearm|Disorder due to and following injury of muscle and tendon of wrist and hand,"Post-traumatic osteoarthritis of joint of upper limb|Secondary musculoskeletal deformity of upper limb|Enthesopathy of upper limb|Myositis of upper limb|Rupture of muscle of upper limb, non-traumatic"
2026-03-05T11:36:21.233654,gemini-3-flash-preview,set2,Entire left foot,Entire left foot,Body structure,Fully defined,Foot structure|Structure of left lower limb,Lower limb structure|Subdivision of body,Structure of left heel|Structure of left toe|Structure of left midfoot|Structure of left forefoot,Entire right foot
2026-03-05T11:36:31.986432,gemini-3-flash-preview,set2,Recurrent erosion of cornea of left eye,Recurrent erosion of cornea of left eye,Disorder,Fully defined,Recurrent erosion of cornea|Corneal erosion of left eye,Corneal erosion|Disorder of cornea|Disorder of left eye,,Recurrent erosion of cornea of right eye
2026-03-05T11:36:42.948368,gemini-3-flash-preview,set2,Excision of salivary gland,Excision of salivary gland,Procedure,Fully defined,Excision of head and neck structure|Operation on salivary gland,Excision|Procedure on head and neck|Procedure on digestive system,Excision of parotid gland|Excision of submandibular gland|Excision of sublingual gland|Partial excision of salivary gland|Total excision of salivary gland,Incision of salivary gland|Biopsy of salivary gland|Repair of salivary gland|Destruction of salivary gland
2026-03-05T11:36:48.327239,gemini-3-flash-preview,set2,Adverse effect of prosthetic device,Complication of prosthetic device,Clinical finding,Primitive,Complication of medical device|Finding related to adverse event associated with procedure,Clinical finding|Procedure,Complication of internal prosthetic device|Mechanical complication of prosthetic device|Infection and inflammatory reaction due to prosthetic device,Adverse effect of medical material|Adverse effect of graft|Adverse effect of implant|Adverse effect of surgical instrument
2026-03-05T11:36:57.485669,gemini-3-flash-preview,set2,Total excision of meningioma,Total excision of meningioma,Procedure,Fully defined,Excision of meningioma,Excision of lesion of meninges|Neurosurgical procedure on brain,Total excision of spinal meningioma|Total excision of cerebral meningioma,Partial excision of meningioma
2026-03-05T11:37:05.391756,gemini-3-flash-preview,set2,Cote d'Ivoire,Republic of Côte d'Ivoire,Sovereign state,Fully defined,West Africa|Member state of the African Union,Africa|Member state of the United Nations,Yamoussoukro|Abidjan|Bas-Sassandra District|Comoé District|Denguélé District|Gôh-Djiboua District|Lacs District|Lagunes District|Montagnes District|Sassandra-Marahoué District|Savanes District|Vallée du Bandama District|Woroba District|Zanzan District,Ghana|Liberia|Guinea|Mali|Burkina Faso
2026-03-05T11:37:15.148265,gemini-3-flash-preview,set2,Fluoroscopic venography of hepatic vein with contrast and insertion of stent graft,Fluoroscopic venography of hepatic vein with insertion of stent graft,Procedure,Fully defined,Insertion of stent graft into hepatic vein|Venography of hepatic vein,Vascular procedure on hepatic vein|Diagnostic imaging of cardiovascular system,Transjugular intrahepatic portosystemic shunt with stent graft,Fluoroscopic venography of portal vein with insertion of stent graft|Fluoroscopic venography of hepatic vein with balloon angioplasty
2026-03-05T11:37:36.150413,gemini-3-flash-preview,set2,Amyloid deposition,Amyloidosis,Disease or Syndrome,Fully defined,Disorder of protein metabolism|Proteopathy,Metabolic disorder|Pathological process,Systemic amyloidosis|Localized amyloidosis|AL amyloidosis|AA amyloidosis|ATTR amyloidosis|Cerebral amyloid angiopathy,Alpha-1 antitrypsin deficiency|Phenylketonuria|Alkaptonuria|Tyrosinemia|Cystinosis
2026-03-05T11:37:47.332891,gemini-3-flash-preview,set2,Measurement of serum thyroid stimulating hormone,Thyroid stimulating hormone measurement,Procedure,Fully defined,Thyroid function test|Hormone measurement,Laboratory procedure|Evaluation procedure,High sensitivity thyroid stimulating hormone assay|Neonatal thyroid stimulating hormone measurement,Thyroxine measurement|Triiodothyronine measurement|Parathyroid hormone measurement
2026-03-05T11:38:00.963659,gemini-3-flash-preview,set2,Excessive secretin secretion,Hypersecretinemia,Disease or Syndrome,Fully defined,Gastrointestinal hormone hypersecretion,Endocrine system disease|Hormone metabolism disorder,None,Hypergastrinemia|Hyperglucagonemia|Hypercholecystokininemia|Hypermotilinemia
2026-03-05T11:38:14.357447,gemini-3-flash-preview,set2,Cataract lens fragments in vitreous of left eye due to and following cataract surgery,Retained lens fragments in vitreous of left eye following cataract surgery,Disorder,Fully defined,Retained lens material in vitreous following cataract surgery|Postoperative complication of left eye,Complication of cataract surgery|Disorder of vitreous body,None,Retained lens fragments in vitreous of right eye following cataract surgery|Dislocated intraocular lens in left eye following cataract surgery|Vitreous hemorrhage of left eye following cataract surgery
2026-03-05T11:38:19.976948,gemini-3-flash-preview,set2,Toe joint crepitus,Crepitus of joint of toe,Clinical finding,Fully defined,Crepitus of joint|Finding of toe joint,Joint sign or symptom|Finding of joint of foot|Clinical sign,Crepitus of first metatarsophalangeal joint|Crepitus of interphalangeal joint of toe,Ankle joint crepitus|Knee joint crepitus|Hip joint crepitus|Toe joint pain|Toe joint swelling|Toe joint stiffness
2026-03-05T11:38:29.030163,gemini-3-flash-preview,set2,Gynecological operating table,Gynecological surgical table,Medical Device,Fully defined,,,Electric gynecological operating table|Manual gynecological operating table,Orthopedic operating table|Ophthalmic operating table|Neurosurgical operating table
2026-03-05T11:38:38.684325,gemini-3-flash-preview,set2,Product containing hydrolase inhibitor,Product containing hydrolase inhibitor (medicinal product),Medicinal product,Fully defined,,,Product containing cholinesterase inhibitor|Product containing glycoside hydrolase inhibitor|Product containing lipase inhibitor|Product containing protease inhibitor,Product containing isomerase inhibitor|Product containing ligase inhibitor|Product containing lyase inhibitor|Product containing oxidoreductase inhibitor|Product containing transferase inhibitor
2026-03-05T11:38:43.879193,gemini-3-flash-preview,set2,Edoxaban tosylate,Edoxaban tosylate,Pharmaceutical substance,Fully defined,Edoxaban|Tosylate salt|Direct factor Xa inhibitor,Antithrombotic agent|Small molecule|Organosulfur compound,Edoxaban tosylate monohydrate,Apixaban|Rivaroxaban|Betrixaban|Fondaparinux
2026-03-05T11:38:51.908675,gemini-3-flash-preview,set2,Deep dog bite,Deep bite of dog,Clinical finding,Fully defined,Bite of dog|Deep bite,Animal bite|Traumatic injury,Deep bite of dog of head|Deep bite of dog of hand|Deep bite of dog of leg,Superficial bite of dog
2026-03-05T11:39:00.264654,gemini-3-flash-preview,set2,Family Kinosternidae,Kinosternidae,Biological Family,Primitive,,,Kinosterninae|Staurotypinae,Dermatemydidae
2026-03-05T11:39:06.816774,gemini-3-flash-preview,set2,Substance with sodium/potassium adenosine triphosphatase enzyme inhibitor mechanism of action,Sodium/potassium-exchanging ATPase inhibitor (substance),Substance,Fully defined,Adenosine triphosphatase inhibitor (substance),Enzyme inhibitor (substance),Cardiac glycoside (substance)|Palytoxin (substance),Calcium-transporting ATPase inhibitor (substance)|Hydrogen potassium ATPase inhibitor (substance)|Proton-transporting ATPase inhibitor (substance)
2026-03-05T11:39:13.150486,gemini-3-flash-preview,set2,Delayed suture of tendon,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Suture of tendon|Delayed primary suture,Repair of tendon|Suture of soft tissue|Suture (procedure),Delayed primary suture of extensor tendon of hand|Delayed primary suture of flexor tendon of hand|Delayed primary suture of tendon of foot,Primary suture of tendon|Secondary suture of tendon|Delayed primary suture of ligament|Delayed primary suture of muscle
2026-03-05T11:39:24.059781,gemini-3-flash-preview,set2,Specimen source,Specimen source,Attribute,Primitive,,,Specimen source topography|Specimen source morphology,Specimen procedure|Specimen substance|Finding site|Procedure site|Associated morphology
2026-03-05T11:39:30.692403,gemini-3-flash-preview,set2,Microinvasive carcinoma,Microinvasive carcinoma,Neoplastic Process,Fully defined,Carcinoma,Malignant epithelial tumor,Microinvasive squamous cell carcinoma|Microinvasive adenocarcinoma|Microinvasive carcinoma of cervix|Microinvasive ductal carcinoma of breast,Carcinoma in situ|Infiltrating carcinoma|Occult carcinoma
2026-03-05T11:39:41.429298,gemini-3-flash-preview,set2,Abdominal reflex delayed,Delayed abdominal reflex,Clinical finding,Primitive,Abnormal abdominal reflex|Delayed reflex,Abnormal superficial reflex|Finding of reflex,None,Abdominal reflex absent|Abdominal reflex diminished|Abdominal reflex increased
2026-03-05T11:39:50.804787,gemini-3-flash-preview,set2,Product containing only phenazopyridine,Product containing only phenazopyridine (medicinal product),Medicinal product,Fully defined,Product containing phenazopyridine|Urinary tract analgesic product,Medicinal product acting on the urinary system|Product acting on the genitourinary system,Product containing only phenazopyridine hydrochloride|Phenazopyridine 100 mg oral tablet|Phenazopyridine 200 mg oral tablet,Product containing only pentosan polysulfate|Product containing only flavoxate|Product containing only dimethyl sulfoxide
2026-03-05T11:39:57.915589,gemini-3-flash-preview,set2,Incision and drainage of hematoma,Incision and drainage of hematoma (procedure),Procedure,Fully defined,Incision and drainage (procedure)|Evacuation of hematoma (procedure),Drainage (procedure)|Incision (procedure)|Surgical procedure (procedure),Incision and drainage of hematoma of skin and subcutaneous tissue|Incision and drainage of perianal hematoma|Incision and drainage of subungual hematoma|Incision and drainage of hematoma of auricle,Incision and drainage of abscess|Incision and drainage of cyst|Incision and drainage of seroma|Incision and drainage of bursa
2026-03-05T11:43:46.825037,gemini-3-flash-preview,set2,Skin structure of infratemporal region,Skin structure of infratemporal region,Anatomical structure,Fully defined,Skin structure of head|Infratemporal region structure,Skin structure|Head structure,None,Skin structure of temporal region|Skin structure of zygomatic region|Skin structure of parotid region|Skin structure of masseteric region
2026-03-05T11:43:53.538177,gemini-3-flash-preview,set2,Soft tissue lesion of foot region,Soft tissue lesion of foot region,Clinical finding,Primitive,Lesion of foot|Soft tissue lesion of lower limb,Foot finding|Soft tissue lesion|Lower limb finding,Soft tissue mass of foot|Ganglion of foot|Callosity of foot,Bone lesion of foot|Skin lesion of foot|Soft tissue lesion of ankle region|Soft tissue lesion of knee region|Soft tissue lesion of thigh region
